"rec_ID","Age..range","Catalog.ID","Note.on.data","Note.on.methods","Note.on.country","Note.on.population","Contraceptive.use.ANY","Contraceptive.use.MODERN","Contraceptive.use.TRADITIONAL","Unmet","GEO.biases..unknown.direction.","Non.pregnant.and.other.positive.biases","Negative.bias","Population.type","age.cat.bias","Modern.method.bias","Folk.method.positive.bias","Absence.of.probing.questions.bias...1","ISO.code","Country","Start.year_Year","End.year_Year","Start.year","End.year","Source.name","Data.series.type","EXCLUDE1isyes","In.union","SE.logR.modern.nouse","SE.logR.trad.nouse","SE.logR.unmet.noneed","SE.modern","SE.trad","SE.unmet"
"1_1789_1992_NA","15-19",1789,NA,NA,NA,NA,7.11752281318963,4.01241767961486,3.10510513357477,33.8344641975982,NA,NA,NA,"MW","0",NA,NA,0,356,"India",1992,1993,1992.24863387978,1993.74520547945,"1992-1993 NFHS","DHS",0,1,0.071646071,0.083882861,0.031015542,0.002760967,0.002525007,0.006811063
"1_179_2006_NA","15-19",179,NA,NA,NA,NA,6.38139599704035,3.03944820027079,3.34194779676956,16.4015297888135,NA,NA,NA,"MW","0",NA,NA,0,31,"Azerbaijan",2006,2006,2006.49589041096,2006.91232876712,"2006 DHS","DHS",0,1,0.614065843,0.434878756,0.277478677,0.009943234,0.004802289,0.017918828
"1_1790_1998_NA","15-19",1790,NA,NA,NA,NA,8.05575276890921,4.71565451042848,3.34009825848073,27.3238205727484,NA,NA,NA,"MW","0",NA,NA,0,356,"India",1998,1999,1998.83287671233,1999.99726027397,"1998-1999 NFHS","DHS",0,1,0.068161987,0.094220471,0.035143622,0.00304358,0.003042647,0.006763582
"1_1791_2002_NA","15-19",1791,NA,NA,NA,NA,10.6,6.4,4.2,25,NA,NA,NA,"MW","0",NA,NA,0,356,"India",2002,2004,2002,2004,"2002-2004 DLHS","National survey",0,1,NA,NA,NA,NA,NA,NA
"1_1792_2005_NA","15-19",1792,NA,NA,NA,NA,12.9804744580927,6.94031037566338,6.04016408242934,27.1070406467427,NA,NA,NA,"MW","0",NA,NA,0,356,"India",2005,2006,2005.83287671233,2006.66301369863,"2005-2006 NFHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_1795_1997_NA","15-19",1795,NA,NA,NA,NA,5.51790035170275,1.53217527815219,3.98572507355056,31.8360830568425,NA,NA,NA,"MW","0",NA,NA,0,686,"Senegal",1997,1997,1997,1997.32602739726,"1997 DHS","DHS",0,1,0.429811499,0.257276236,0.09882299,0.004540887,0.003345948,0.014099035
"1_1797_1992_NA","15-19",1797,NA,NA,NA,NA,23.3201581027668,22.1343873517787,1.18577075098814,19.7628458498024,NA,NA,NA,"MW","0",NA,NA,0,504,"Morocco",1992,1992,1992,1992.32786885246,"1992 DHS","DHS",0,1,0.170585687,0.594582685,0.172360218,0.029358822,0.006957314,0.026229305
"1_1798_1991_NA","15-19",1798,NA,NA,NA,NA,18.3627094388264,1.47909560693626,16.8836138318902,21.3401487416275,NA,NA,NA,"MW","0",NA,NA,0,120,"Cameroon",1991,1991,1991.24657534247,1991.74520547945,"1991 DHS","DHS",0,1,0.525317678,0.194541616,0.148363105,0.007429857,0.025284258,0.02091154
"1_1799_1992_NA","15-19",1799,NA,NA,NA,NA,20.4547832885135,16.545531740347,3.90925154816655,33.3094053228083,NA,NA,NA,"MW","0",NA,NA,0,516,"Namibia",1992,1992,1992.49726775956,1992.91256830601,"1992 DHS","DHS",0,1,0.336147744,0.589346863,0.217311201,0.01502907,0.003550954,0.015299325
"1_180_2006_NA","15-19",180,NA,NA,NA,NA,6.66503419814863,4.15590421482945,2.50912998331918,20.1919249493264,NA,NA,NA,"MW","0",NA,NA,0,586,"Pakistan",2006,2007,2006.66575342466,2007.15890410959,"2006-2007 DHS","DHS",0,1,0.266300907,0.417342546,0.130052819,0.009126094,0.01005061,0.015891127
"1_1800_2001_NA","15-19",1800,NA,NA,NA,NA,11.984183762356,9.26889272119375,2.71529104116224,35.1086248610713,NA,NA,NA,"MW","0",NA,NA,0,524,"Nepal",2001,2001,2001,2001.49315068493,"2001 DHS","DHS",0,1,0.112498122,0.220541929,0.096459454,0.006663465,0.003957811,0.012085967
"1_1801_1996_NA","15-19",1801,NA,NA,NA,NA,6.52135736574034,4.36785809203125,2.1534992737091,42.4241428655133,NA,NA,NA,"MW","0",NA,NA,0,524,"Nepal",1996,1996,1996,1996.49453551913,"1996 DHS","DHS",0,1,0.166492441,0.262357785,0.07099872,0.006921313,0.00550658,0.016768844
"1_1806_2005_NA","15-19",1806,NA,NA,NA,NA,26.3160450555078,24.0785021582178,2.23754289728998,7.16598849467094,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",2005,2005,2005.30136986301,2005.49315068493,"2005 DHS","DHS",0,1,0.104493318,0.302165165,0.156778023,0.009485883,0.002403272,0.004073929
"1_1807_2000_NA","15-19",1807,NA,NA,NA,NA,45.2221864501213,40.383324757715,4.83886169240626,30.83496209096,NA,NA,NA,"MW","0",NA,NA,0,516,"Namibia",2000,2000,2000.66666666667,2000.99726775956,"2000 DHS","DHS",0,1,0.282372939,0.682144863,0.274690977,0.018156904,0.003507869,0.016350665
"1_1808_2004_NA","15-19",1808,NA,NA,NA,NA,14.7208657529248,14.7208657529248,0,34.7080869972068,NA,NA,NA,"MW","0",NA,NA,0,426,"Lesotho",2004,2005,2004.66666666667,2005.08219178082,"2004 DHS","DHS",0,1,0.177459408,NA,0.147066282,0.013624504,0,0.020303333
"1_1812_2005_NA","15-19",1812,NA,NA,NA,NA,20.8293232453243,13.7198566104956,7.10946663482865,25.725881121172,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2005,2006,2005.66575342466,2006.24383561644,"2005 DHS","DHS",0,1,0.183414773,0.267756857,0.154788674,0.021277972,0.017368662,0.02905003
"1_1813_2004_NA","15-19",1813,NA,NA,NA,NA,42.1828821802847,34.1019056990008,8.08097648128396,19.2970764791399,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2004,2004,2004,2004.41256830601,"2004 DHS","DHS",0,1,0.058147449,0.106671313,0.081332784,0.012879981,0.007803055,0.011412601
"1_1814_1993_NA","15-19",1814,NA,NA,NA,NA,24.7313303949669,19.6334463299539,5.09788406501295,23.694199575329,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1993,1994,1993.83287671233,1994.24383561644,"1993-1994 DHS","DHS",0,1,0.07715159,0.136455955,0.067517268,0.010620639,0.005962214,0.009779142
"1_1815_1996_NA","15-19",1815,NA,NA,NA,NA,32.8595533919754,27.8196178613454,5.03993553062999,22.6748416519536,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1996,1997,1996.83333333333,1997.24383561644,"1996-1997 DHS","DHS",0,1,0.070654185,0.143914887,0.08498319,0.013514472,0.006446102,0.012935564
"1_1816_1999_NA","15-19",1816,NA,NA,NA,NA,38.0985786865862,31.1981971884206,6.90038149816556,21.9735768060562,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",1999,2000,1999.83287671233,2000.24590163934,"1999-2000 DHS","DHS",0,1,0.06891351,0.114636481,0.076557932,0.012878049,0.00617027,0.009836279
"1_1820_2005_NA","15-19",1820,NA,NA,NA,NA,58.363597068425,33.8630751496374,24.5005219187876,14.1550794148176,NA,NA,NA,"MW","0",NA,NA,0,498,"Republic of Moldova",2005,2005,2005.41369863014,2005.66301369863,"2005 DHS","DHS",0,1,0.202567238,0.238377866,0.282944303,0.014367849,0.010135544,0.010792258
"1_1821_1997_NA","15-19",1821,NA,NA,NA,NA,18.1144579949015,14.8928342889106,3.22162370599096,9.73237278685763,NA,NA,NA,"MW","0",NA,NA,0,704,"Viet Nam",1997,1997,1997.49589041096,1997.8301369863,"1997 DHS","DHS",0,1,0.273295563,0.532102034,0.38204272,0.03462263,0.016584718,0.032996946
"1_1823_1993_NA","15-19",1823,NA,NA,NA,NA,10.2501383014524,6.12321137265704,4.12692692879535,39.6654651746777,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",1993,1993,1993.08493150685,1993.66301369863,"1993 DHS","DHS",0,1,0.292202021,0.359843692,0.13988783,0.013990503,0.012780435,0.016631012
"1_1824_1998_NA","15-19",1824,NA,NA,NA,NA,18.049709181444,10.136884132761,7.91282504868294,29.952120548737,NA,NA,NA,"MW","0",NA,NA,0,404,"Kenya",1998,1998,1998.08493150685,1998.57808219178,"1998 DHS","DHS",0,1,0.211354863,0.251798645,0.15206625,0.010608357,0.004375267,0.012669803
"1_1825_2000_NA","15-19",1825,NA,NA,NA,NA,8.94636819513824,7.04857884554679,1.89778934959145,37.2238853601334,NA,NA,NA,"MW","0",NA,NA,0,116,"Cambodia",2000,2000,2000.08469945355,2000.57923497268,"2000 DHS","DHS",0,1,0.209201606,0.44831201,0.113143456,0.013709185,0.008346434,0.025540261
"1_1826_1995_NA","15-19",1826,NA,NA,NA,NA,31.4902960469195,14.3889444521724,17.1013515947471,21.9045074251186,NA,NA,NA,"MW","0",NA,NA,0,398,"Kazakhstan",1995,1995,1995.32876712329,1995.74520547945,"1995 DHS","DHS",0,1,0.367512387,0.466384414,0.363498055,0.02227029,0.035922038,0.007080771
"1_1827_1990_NA","15-19",1827,NA,NA,NA,NA,2.55319927678709,1.90238591819363,0.650813358593455,28.320191967244,NA,NA,NA,"MW","0",NA,NA,0,586,"Pakistan",1990,1991,1990.91506849315,1991.41095890411,"1990-1991 DHS","DHS",0,1,0.377851949,0.554495277,0.158255102,0.005507715,0.001893005,0.006450645
"1_1828_1999_NA","15-19",1828,NA,NA,NA,NA,4.15308656748245,1.24463622139081,2.90845034609164,17.3251795470624,NA,NA,NA,"MW","0",NA,NA,0,566,"Nigeria",1999,1999,1999.16164383562,1999.41095890411,"1999 DHS","DHS",0,1,0.405212955,0.25999605,0.11150492,0.003724831,0.006560356,0.016501083
"1_1829_1995_NA","15-19",1829,NA,NA,NA,NA,16.1053360047709,15.8462466483763,0.259089356394622,17.2012411866497,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",1995,1996,1995.83287671233,1996.08196721311,"1995 DHS","DHS",0,1,0.134431996,0.846058818,0.121465028,0.011574389,0.001279808,0.008649871
"1_1830_2000_NA","15-19",1830,NA,NA,NA,NA,23.4062341756134,22.0027723601778,1.40346181543562,10.2724783664192,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",2000,2000,2000.08469945355,2000.32786885246,"2000 DHS","DHS",0,1,0.115238889,0.37315417,0.148677807,0.007737778,0.001722242,0.005777883
"1_1832_1992_NA","15-19",1832,NA,NA,NA,NA,13.2513171213411,12.6859121092171,0.565405012123996,24.8007181850561,NA,NA,NA,"MW","0",NA,NA,0,818,"Egypt",1992,1993,1992.83333333333,1993.15890410959,"1992 DHS","DHS",0,1,0.16208188,0.644984165,0.114074984,0.010263349,0.003379487,0.010625151
"1_1833_2000_NA","15-19",1833,NA,NA,NA,NA,15.1638858494063,12.913764202448,2.25012164695834,29.3204445492014,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2000,2000,2000.49726775956,2000.91256830601,"2000 DHS","DHS",0,1,0.120522718,0.243202405,0.087339423,0.003180862,0.001874514,0.003372152
"1_1834_1992_NA","15-19",1834,NA,NA,NA,NA,7.27672726961112,3.37601302105578,3.90071424855535,34.2155450166613,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",1992,1992,1992.66666666667,1992.91256830601,"1992 DHS","DHS",0,1,0.299963164,0.289786696,0.120871595,0.007975071,0.008601907,0.019033107
"1_1835_1995_NA","15-19",1835,NA,NA,NA,NA,3.297439009315,0.643912450234485,2.65352655908051,35.895935520156,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",1995,1996,1995.66575342466,1996.08196721311,"1995 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_1836_1993_NA","15-19",1836,NA,NA,NA,NA,17.1876613073752,9.63180374776502,7.55585755961022,32.8127108787118,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",1993,1993,1993.16164383562,1993.41095890411,"1993 DHS","DHS",0,1,0.228818067,0.256172165,0.153610217,0.011912445,0.009376998,0.015861057
"1_1837_1998_NA","15-19",1837,NA,NA,NA,NA,21.8103674017356,11.3728170156004,10.4375503861352,31.3981281969822,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",1998,1998,1998.08493150685,1998.32602739726,"1998 DHS","DHS",0,1,0.219697608,0.223593563,0.169077078,0.008636226,0.004268606,0.015355521
"1_1838_2004_NA","15-19",1838,NA,NA,NA,NA,9.55769186339784,6.8789558531503,2.67873601024754,18.9763612223181,NA,NA,NA,"MW","0",NA,NA,0,834,"United Republic of Tanzania",2004,2005,2004.74863387978,2005.15890410959,"2004-2005 DHS","DHS",0,1,0.197578482,0.337095952,0.124333257,0.012653593,0.008784988,0.019076098
"1_1840_2007_NA","15-19",1840,NA,NA,NA,NA,41.8109394899652,37.5542886644919,4.25665082547332,19.5168245433874,NA,NA,NA,"MW","0",NA,NA,0,50,"Bangladesh",2007,2007,2007.16164383562,2007.66301369863,"2007 DHS","DHS",0,1,0.076357992,0.147608968,0.094241226,0.015295464,0.005317217,0.012453809
"1_1841_1996_NA","15-19",1841,NA,NA,NA,NA,6.2,2.4,3.9,23,NA,NA,NA,"MW","0",NA,NA,0,586,"Pakistan",1996,1997,1996,1997,"1996-1997 FFPS","National survey",0,1,NA,NA,NA,NA,NA,NA
"1_1843_2005_NA","15-19",1843,NA,NA,NA,NA,16.4836349444967,4.48072192163072,12.002913022866,15.6600742690538,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2005,2005,2005.66575342466,2005.99726027397,"2005 DHS","DHS",0,1,0.741422412,0.468382102,0.374866908,0.034697717,0.024383211,0.030615138
"1_1844_2003_NA","15-19",1844,NA,NA,NA,NA,45.5630420606192,26.2964729015495,19.2665691590697,33.1680080582743,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2003,2004,2003.58082191781,2004.08196721311,"2003 DHS","DHS",0,1,0.135864395,0.16847167,0.189067994,0.026308801,0.025973386,0.02841986
"1_1848_2000_NA","15-19",1848,NA,NA,NA,NA,25.514744501195,18.0373923939685,7.47735210722643,23.7430239286425,NA,NA,NA,"MW","0",NA,NA,0,51,"Armenia",2000,2000,2000.74863387978,2000.99726775956,"2000 DHS","DHS",1,1,0.221771911,0.314263401,0.268994164,0.029346453,0.010982291,0.035135258
"1_1849_2002_NA","15-19",1849,NA,NA,NA,NA,2.35320641632461,1.66230755078612,0.690898865538499,43.5680182859585,NA,NA,NA,"MW","0",NA,NA,0,232,"Eritrea",2002,2002,2002.16164383562,2002.57808219178,"2002 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_1850_2003_NA","15-19",1850,NA,NA,NA,NA,25.5788377638271,13.2324165216563,12.3464212421708,31.9220181431514,NA,NA,NA,"MW","0",NA,NA,0,608,"Philippines",2003,2003,2003.41369863014,2003.74520547945,"2003 DHS","DHS",0,1,0.208314071,0.20634026,0.153345916,0.013279501,0.00663288,0.009973253
"1_1851_2006_NA","15-19",1851,NA,NA,NA,NA,15.9518350386193,13.8089587739888,2.14287626463047,37.8430699912272,NA,NA,NA,"MW","0",NA,NA,0,524,"Nepal",2006,2006,2006.08493150685,2006.66301369863,"2006 DHS","DHS",0,1,0.123120342,0.318951571,0.098825409,0.008753074,0.002963093,0.013840591
"1_1853_2000_NA","15-19",1853,NA,NA,NA,NA,5.25155640270888,3.53983645579949,1.71171994690939,35.5293733897474,NA,NA,NA,"MW","0",NA,NA,0,478,"Mauritania",2000,2001,2000.58196721311,2001.32602739726,"2000-2001 DHS","DHS",0,1,0.284735466,0.479619366,0.139068042,0.009255993,0.005915536,0.019707824
"1_1854_1992_NA","15-19",1854,NA,NA,NA,NA,10.786895092989,7.07335515171883,3.71353994127013,28.7135399412701,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",1992,1992,1992.41530054645,1992.8306010929,"1992 DHS","DHS",0,1,0.363960814,0.515968661,0.210796802,0.013940598,0.012910698,0.027774697
"1_1855_2000_NA","15-19",1855,NA,NA,NA,NA,4.99275791163735,1.50074304964488,3.49201486199247,22.4155550831729,NA,NA,NA,"MW","0",NA,NA,0,646,"Rwanda",2000,2000,2000.41530054645,2000.66393442623,"2000 DHS","DHS",0,1,0.476782373,0.447330054,0.195397486,0.005431493,0.004679748,0.009583253
"1_1858_2005_NA","15-19",1858,NA,NA,NA,NA,8.91252668132633,8.58348532810234,0.329041353223987,37.7674521918859,NA,NA,NA,"MW","0",NA,NA,0,231,"Ethiopia",2005,2005,2005.24657534247,2005.66301369863,"2005 DHS","DHS",0,1,0.179690181,0.943435663,0.12683875,0.007258153,0.003075788,0.014524718
"1_1859_2004_NA","15-19",1859,NA,NA,NA,NA,57.1663898981284,47.1423453790406,10.0240445190878,21.0292486217306,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2004,2005,2004.74863387978,2005.49315068493,"2005 DHS","DHS",0,1,0.089749221,0.146242055,0.123070151,0.005047499,0.002584474,0.003692967
"1_1860_1990_NA","15-19",1860,NA,NA,NA,NA,36.8604576191242,31.8588807380962,5.00157688102803,25.8013650478484,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1990,1990,1990.32876712329,1990.66301369863,"1990 DHS","DHS",0,1,0.19405606,0.371464831,0.280479946,0.015172918,0.014145333,0.01623794
"1_1861_2000_NA","15-19",1861,NA,NA,NA,NA,57.1922830534125,45.0308160640759,12.1614669893366,24.2199856777554,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",2000,2000,2000.08469945355,2000.49453551913,"2000 DHS","DHS",0,1,0.12024129,0.167844176,0.165719012,0.009283879,0.006669832,0.010446903
"1_1862_1995_NA","15-19",1862,NA,NA,NA,NA,50.7296915363472,36.7212392099498,14.0084523263974,21.6451109913475,NA,NA,NA,"MW","0",NA,NA,0,170,"Colombia",1995,1995,1995.16164383562,1995.49315068493,"1995 DHS","DHS",0,1,0.12715097,0.183044581,0.158818224,0.010773377,0.009401689,0.009598179
"1_1866_2003_NA","15-19",1866,NA,NA,NA,NA,38.3710209292741,35.8571928258144,2.51382810345975,10.3313715156479,NA,NA,NA,"MW","0",NA,NA,0,504,"Morocco",2003,2004,2003.74794520548,2004.16120218579,"2003-2004 DHS","DHS",0,1,0.126567538,0.354361938,0.191544069,0.009595695,0.002978885,0.008986142
"1_1868_1996_NA","15-19",1868,NA,NA,NA,NA,54.0546949795635,47.1705599050311,6.88413507453238,25.5240539446388,NA,NA,NA,"MW","0",NA,NA,0,76,"Brazil",1996,1996,1996.16393442623,1996.49453551913,"1996 DHS","DHS",0,1,0.116284609,0.246932848,0.161973924,0.013150953,0.0076264,0.010441602
"1_1884_2003_NA","15-19",1884,NA,NA,NA,NA,4.31975559194773,3.84843574494353,0.471319847004203,14.8100269881082,NA,NA,NA,"MW","0",NA,NA,0,566,"Nigeria",2003,2003,2003.16164383562,2003.66301369863,"2003 DHS","DHS",0,1,0.38893437,0.47017359,0.177741219,0.002701963,0.000585,0.006403272
"1_1885_2004_NA","15-19",1885,NA,NA,NA,NA,18.9339886014373,16.6125792706241,2.32140933081314,26.969815816273,NA,NA,NA,"MW","0",NA,NA,0,454,"Malawi",2004,2005,2004.74863387978,2005.08219178082,"2004 DHS","DHS",0,1,0.11050272,0.266123102,0.100790382,0.015313437,0.006037529,0.018699877
"1_1886_2000_NA","15-19",1886,NA,NA,NA,NA,11.9882446528191,8.98086505433743,3.0073795984817,25.7488026059578,NA,NA,NA,"MW","0",NA,NA,0,800,"Uganda",2000,2001,2000.66666666667,2001.24383561644,"2000-2001 DHS","DHS",0,1,0.193491769,0.290952353,0.119085635,0.015775888,0.008462923,0.02251076
"1_1887_2006_NA","15-19",1887,NA,NA,NA,NA,11.3873326400826,8.2754027840389,3.11192985604375,34.3979501994638,NA,NA,NA,"MW","0",NA,NA,0,800,"Uganda",2006,2006,2006.32876712329,2006.8301369863,"2006 DHS","DHS",0,1,0.21957788,0.308077473,0.119140705,0.00819222,0.002082124,0.010736502
"1_1888_2007_NA","15-19",1888,NA,NA,NA,NA,14.5315463620013,4.40682861645034,10.1247177455509,28.8806123160027,NA,NA,NA,"MW","0",NA,NA,0,180,"Dem. Rep. of the Congo",2007,2007,2007,2007.66301369863,"2007 DHS","DHS",0,1,0.287392191,0.248422903,0.181903463,0.011831461,0.022265789,0.035547316
"1_1913_2006_NA","15-19",1913,NA,NA,NA,NA,20,17.3,2.7,17.5,NA,NA,NA,"MW","0",NA,NA,1,12,"Algeria",2006,2006,2006.22739726027,2006.43835616438,"2006 MICS","MICS",0,1,NA,NA,NA,NA,NA,NA
"1_1915_2006_NA","15-19",1915,NA,NA,NA,NA,NA,NA,NA,38.6,NA,NA,NA,"MW","0",NA,NA,1,780,"Trinidad and Tobago",2006,2006,2006.29863013699,2006.43835616438,"2006 MICS","MICS",0,1,NA,NA,NA,NA,NA,NA
"1_1947_1992_NA","15-19",1947,NA,NA,NA,NA,8.69504868946715,3.44871200633483,5.24633668313233,26.956085677106,NA,NA,NA,"MW","0",NA,NA,0,894,"Zambia",1992,1992,1992,1992.41256830601,"1992 DHS","DHS",0,1,0.269990702,0.20196703,0.113446384,0.00720679,0.006330884,0.016842967
"1_207_1998_NA","15-19",207,NA,NA,NA,NA,14.5833640552742,11.676954147572,2.9064099077022,29.1469463937281,NA,NA,NA,"MW","0",NA,NA,0,320,"Guatemala",1998,1999,1998.83287671233,1999.41095890411,"1998-1999 DHS Interim","National survey",0,1,0.350701451,0.563729141,0.157140197,0.036733235,0.015898077,0.031457768
"1_2407_2007_NA","15-19",2407,NA,NA,NA,NA,24.3744441877633,15.1154647495539,9.25897943820932,9.73417814436478,NA,NA,NA,"MW","0",NA,NA,0,400,"Jordan",2007,2007,2007.41369863014,2007.91232876712,"2007 DHS","DHS",0,1,0.315519916,0.388777605,0.333166769,0.037429435,0.028220137,0.024256194
"1_2443_2007_NA","15-19",2443,NA,NA,NA,NA,5.5,4.9,0.6,17.5,NA,NA,NA,"MW","0",NA,NA,1,478,"Mauritania",2007,2007,2007.32876712329,2007.74520547945,"2007 MICS","MICS",0,1,NA,NA,NA,NA,NA,NA
"1_2515_2006_NA","15-19",2515,NA,NA,NA,NA,58.3934566150297,43.3637986220198,15.0296579930099,23.3319822554934,NA,NA,NA,"MW","0",NA,NA,0,604,"Peru",2004,2006,2006.02191780822,2006.74520547945,"2004-2006 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_2516_2010_NA","15-19",2516,NA,NA,NA,NA,63.6072911848175,44.6053060705698,19.0019851142477,23.1058876234055,NA,NA,NA,"MW","0",NA,NA,0,604,"Peru",2010,2010,2010.16164383562,2010.99726027397,"2010 DHS","DHS",0,1,0.12473394,0.146390993,0.175396618,0.021006789,0.012531829,0.013199789
"1_2517_2007_NA","15-19",2517,NA,NA,NA,NA,60.3286882775769,41.5258468023991,18.8028414751778,26.6266943664367,NA,NA,NA,"MW","0",NA,NA,0,604,"Peru",2007,2008,2007,2008.8306010929,"2007-2008 DHS","DHS",0,1,0.134232444,0.158050215,0.178320527,0.023704087,0.017599422,0.023357611
"1_2556_2008_NA","15-19",2556,NA,NA,NA,NA,22.2312622735959,21.4119975787846,0.819264694811293,48.256817336262,NA,NA,NA,"MW","0",NA,NA,0,678,"Sao Tome and Principe",2008,2009,2008.66666666667,2009.08219178082,"2008-2009 DHS","DHS",0,1,0.250484891,1.000009322,0.266118391,0.042217566,0.008145317,0.05975339
"1_2623_2006_NA","15-19",2623,NA,NA,NA,NA,10.38485948,6.072088383,4.312771099,30.4,NA,NA,NA,"MW","0",NA,NA,1,887,"Yemen",2006,2006,2006.66575342466,2006.74520547945,"2006 MICS","MICS",0,1,NA,NA,NA,NA,NA,NA
"1_2865_1996_NA","15-19",2865,NA,NA,NA,NA,55,55,0,9.1,NA,NA,NA,"MW","0",NA,NA,0,184,"Cook Islands",1996,1996,1996,1996,"1996 KAP","National survey",0,1,NA,NA,NA,NA,NA,NA
"1_2942_2005_NA","15-19",2942,NA,NA,NA,NA,55.3,53.7,1.6,23.3,NA,NA,NA,"MW","0",NA,NA,0,132,"Cabo Verde",2005,2005,2005.49589041096,2005.99726027397,"2005 DHS-RHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_2947_2006_NA","15-19",2947,NA,NA,NA,NA,39.4,NA,NA,36,NA,NA,NA,"MW","0",NA,NA,0,484,"Mexico",2006,2006,2006,2006,"2006 ENADID","National survey",0,1,NA,NA,NA,NA,NA,NA
"1_2953_2006_NA","15-19",2953,NA,"Traditional methods include folk methods.",NA,NA,19.5,12.8,6.7,15,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,90,"Solomon Islands",2006,2007,2006.7698630137,2007.32602739726,"2006-2007 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_3259_2007_NA","15-19",3259,NA,"Traditional methods include folk methods.",NA,NA,25.1,23.7,1.4,34.5,NA,NA,NA,"MW","0",NA,"Including folk methods.",0,584,"Marshall Islands",2007,2007,2007.10410958904,2007.4301369863,"2007 DHS","National survey",0,1,NA,NA,NA,NA,NA,NA
"1_43_2006_NA","15-19",43,NA,NA,NA,NA,40.8971846626389,39.0667985395719,1.83038612306701,34.3025725379175,NA,NA,NA,"MW","0",NA,NA,0,516,"Namibia",2006,2007,2006.83287671233,2007.24383561644,"2006-2007 DHS","DHS",0,1,0.223087353,0.606631876,0.267257011,0.052295371,0.010653718,0.050510187
"1_4483_2008_NA","15-19",4483,NA,NA,NA,NA,54.6624135996901,12.8960912676725,41.7663223320176,16.5551867774998,NA,NA,NA,"MW","0",NA,NA,0,8,"Albania",2008,2009,2008.74863387978,2009.32602739726,"2008-2009 DHS","DHS",0,1,0.394221723,0.270653013,0.378808155,0.012290088,0.029409123,0.025678583
"1_4492_2008_NA","15-19",4492,NA,NA,NA,NA,40.8800565526303,26.5548584344474,14.3251981181829,37.9018159144059,NA,NA,NA,"MW","0",NA,NA,0,68,"Bolivia (Plurinational State of)",2008,2008,2008.08469945355,2008.49453551913,"2008 DHS","DHS",0,1,0.118652114,0.1587966,0.1459618,0.022521244,0.018958675,0.024943471
"1_4493_2011_NA","15-19",4493,NA,NA,NA,NA,8.24145200097124,4.22516218937946,4.01628981159177,34.5791155109139,NA,NA,NA,"MW","0",NA,NA,0,204,"Benin",2011,2012,2011.91506849315,2012.24590163934,"2011-2012 DHS","DHS",0,1,0.272352359,0.25219402,0.115218829,0.004573319,0.006707442,0.010971629
"1_4494_2010_NA","15-19",4494,NA,NA,NA,NA,6.58864216486153,6.16954529545311,0.419096869408419,21.7222146395063,NA,NA,NA,"MW","0",NA,NA,0,854,"Burkina Faso",2010,2011,2010.32876712329,2011.08219178082,"2010 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_4550_2008_NA","15-19",4550,NA,NA,NA,NA,1.18867830012226,1.18867830012226,0,23.0278057625683,NA,NA,NA,"MW","0",NA,NA,0,694,"Sierra Leone",2008,2008,2008.24863387978,2008.49453551913,"2008 DHS","DHS",0,1,0.673277289,NA,0.152720391,0.000682,0,0.014479287
"1_4553_2006_Excluding the Northern Province.","15-19",4553,NA,"Traditional methods include folk methods.","Excluding the Northern Province.",NA,53.7,44.9,8.9,13.9,"Excluding the Northern Province.",NA,NA,"MW","0",NA,"Including folk methods.",0,144,"Sri Lanka",2006,2007,2006.66575342466,2007.8301369863,"2006-2007 DHS","DHS",0,1,NA,NA,NA,NA,NA,NA
"1_4618_2005_NA","15-19",4618,NA,NA,NA,NA,11.4,9.9,1.5,20.1,NA,NA,NA,"MW","0",NA,NA,0,418,"Lao People's Dem. Republic",2005,2005,2005.74794520548,2005.8301369863,"2005 RHS","National survey",0,1,NA,NA,NA,NA,NA,NA
