In.union,Catalog.ID,Age..range,Note.on.data,Note.on.methods,Note.on.country,Note.on.population,Contraceptive.use.ANY,Contraceptive.use.MODERN,Contraceptive.use.TRADITIONAL,Unmet,GEO.biases..unknown.direction.,Non.pregnant.and.other.positive.biases,Negative.bias,Population.type,age.cat.bias,Modern.method.bias,Folk.method.positive.bias,Absence.of.probing.questions.bias...1,ISO.code,Country,Start.year_excel_format,End.year_excel_format,Start.year,End.year,Source.name,Data.series.type,EXCLUDE1isyes,SE.logR.modern.nouse,SE.logR.trad.nouse,SE.logR.unmet.noneed,SE.modern,SE.trad,SE.unmet
1,1679,15-19,NA,NA,NA,NA,7.40073179,4.364572624,3.036159166,20.32318577,NA,NA,NA,MW,0,NA,NA,0,834,United Republic of Tanzania,01/07/1996,30/11/1996,1996.5,1996.91,1996 DHS,DHS,0,0.247372470271771,0.355277753697449,0.130358823079522,0.00802175011677737,0.00574999099830661,0.00955028576390972
1,1680,15-19,NA,NA,NA,NA,6.084793418,2.035821294,4.048972124,18.20771607,NA,NA,NA,MW,0,NA,NA,0,562,Niger,01/03/1998,31/07/1998,1998.16,1998.58,1998 DHS,DHS,0,0.229158037977089,0.193955286555361,0.100235943371836,0.00424317554793575,0.00750801443997855,0.0139053892772182
1,1681,15-19,NA,NA,NA,NA,48.9,NA,NA,NA,NA,NA,NA,MW,0,NA,NA,0,8,Albania,01/08/2002,31/12/2002,2002.58,2003,2002 RHS,RHS,0,NA,NA,NA,NA,NA,NA
1,1682,15-19,NA,NA,NA,NA,7.681697768,5.820682839,1.861014929,34.83276397,NA,NA,NA,MW,0,NA,NA,0,466,Mali,01/05/2006,31/12/2006,2006.33,2007,2006 DHS,DHS,0,0.131014977495922,0.219156443316721,0.0856725952720322,0.00369821812792731,0.00263065137725667,0.014982416285515
1,1683,15-19,NA,NA,NA,NA,15.46961326,11.60220994,3.867403315,NA,NA,NA,NA,MW,0,NA,NA,0,218,Ecuador,01/01/1987,31/03/1987,1987,1987.24,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1684,15-19,NA,NA,NA,NA,32.52015147,28.12271599,4.397435478,35.81837267,NA,NA,NA,MW,0,NA,NA,0,214,Dominican Republic,01/08/1999,31/12/1999,1999.58,2000,1999 DHS,DHS,0,0.388028200738698,0.731746646066485,0.363462427864403,0.0778361714220804,0.0305431854106651,0.0820308001603483
1,1685,15-19,NA,NA,NA,NA,34.90817227,30.10126524,4.806907033,28.68220027,NA,NA,NA,MW,0,NA,NA,0,214,Dominican Republic,01/09/1996,31/12/1996,1996.67,1997,1996 DHS,DHS,0,0.132980858418997,0.25529029164326,0.14525139278924,0.0188695593315957,0.00695215707354935,0.0175366242112256
1,1686,15-19,NA,NA,NA,NA,35.44245501,26.27472758,9.167727431,21.24683385,NA,NA,NA,MW,0,NA,NA,0,600,Paraguay,01/05/1990,31/08/1990,1990.33,1990.66,1990 DHS,DHS,0,0.170061366077897,0.259690668349043,0.193095222430723,0.0318980015250027,0.0209399767612402,0.0301208149506305
1,1687,15-19,NA,NA,NA,NA,29.99070546,29.05151334,0.93919212,19.01267535,NA,NA,NA,MW,0,NA,NA,0,360,Indonesia,01/05/1991,31/07/1991,1991.33,1991.58,1991 DHS,DHS,0,0.115720927334361,0.433006571430405,0.115715116018688,0.00466884295807973,4.48152424321988e-4,0.00307569514022089
1,1688,15-19,NA,NA,NA,NA,36.39827571,35.61606151,0.782214206,15.01458742,NA,NA,NA,MW,0,NA,NA,0,360,Indonesia,01/07/1994,30/11/1994,1994.5,1994.91,1994 DHS,DHS,0,0.117192102354917,0.534127186320596,0.127594554295547,0.0082332616821568,5.33815063635991e-4,0.00439701637836901
1,1689,15-19,NA,NA,NA,NA,47.29467992,46.80043599,0.494243932,6.887692923,NA,NA,NA,MW,0,NA,NA,0,360,Indonesia,01/10/2002,30/04/2003,2002.75,2003.33,2002-2003 DHS,DHS,0,0.114003677872486,0.592410326153375,0.178122545949353,0.00954737715199024,3.20647160706467e-4,0.00641406222019876
1,1690,15-19,NA,NA,NA,NA,44.54546452,44.33613098,0.209333541,10.52029584,NA,NA,NA,MW,0,NA,NA,0,360,Indonesia,01/09/1997,31/12/1997,1997.67,1998,1997 DHS,DHS,0,0.0968318877463195,0.394520231196958,0.14735386583565,0.00900757437896204,2.92530842204233e-4,0.00357543113070873
1,1692,15-19,NA,NA,NA,NA,16.40030264,12.66272758,3.737575056,30.22898919,NA,NA,NA,MW,0,NA,NA,0,404,Kenya,01/04/2003,30/09/2003,2003.25,2003.75,2003 DHS,DHS,0,0.179132505164028,0.312644734739304,0.145679788887072,0.00685216337084157,0.00261724655136395,0.00972206712334272
1,1693,15-19,NA,NA,NA,NA,25.52185289,23.22111985,2.300733039,NA,NA,NA,NA,MW,0,NA,NA,0,360,Indonesia,01/09/1987,31/12/1987,1987.67,1988,1987 CPS,DHS,0,NA,NA,NA,NA,NA,NA
1,1694,15-19,NA,NA,NA,NA,3.88716999,3.041405784,0.845764206,37.53909056,NA,NA,NA,MW,0,NA,NA,0,231,Ethiopia,01/02/2000,31/05/2000,2000.08,2000.41,2000 DHS,DHS,0,0.268287743542419,0.558344659639081,0.102102651373287,0.00573682154363528,0.00144303719331069,0.0178954720595014
1,1695,15-19,NA,NA,NA,NA,42.78403896,42.78403896,0,24.5679018,NA,NA,NA,MW,0,NA,NA,0,748,Eswatini,01/07/2006,28/02/2007,2006.5,2007.16,2006-2007 DHS,DHS,0,0.210568970390959,NaN,0.306441405215061,0.0515458079942439,0,0.0468633995911736
1,1696,15-19,NA,NA,NA,NA,25.53649911,19.05482042,6.481678696,23.00795075,NA,NA,NA,MW,0,NA,NA,0,894,Zambia,01/11/2001,31/05/2002,2001.83,2002.41,2001-2002 DHS,DHS,0,0.120611231509013,0.174704412877793,0.127408038247415,0.0105748772106033,0.00545823351811605,0.00900444019606591
1,1697,15-19,NA,NA,NA,NA,30,28.33333333,1.666666667,NA,NA,NA,NA,MW,0,NA,NA,0,716,Zimbabwe,01/09/1988,31/01/1989,1988.67,1989.08,1988 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1698,15-19,NA,NA,NA,NA,36.71201537,35.74053928,0.971476097,18.75666692,NA,NA,NA,MW,0,NA,NA,0,716,Zimbabwe,01/08/2005,28/02/2006,2005.58,2006.16,2005-2006 DHS,DHS,0,0.164937869190952,0.60453187947801,0.130004478264846,0.0088345501332797,0.00100692318148336,0.00761929567413849
1,1699,15-19,NA,NA,NA,NA,16.89051705,8.794811964,8.09570509,22.20105591,NA,NA,NA,MW,0,NA,NA,0,894,Zambia,01/07/1996,31/01/1997,1996.5,1997.08,1996 DHS,DHS,0,0.167431702280122,0.193461800107449,0.122510820584931,0.00838711293882035,0.00595093768114884,0.0164107595786537
1,1700,15-19,NA,NA,NA,NA,42.14967531,38.60829216,3.541383156,13.01514188,NA,NA,NA,MW,0,NA,NA,0,716,Zimbabwe,01/09/1999,31/12/1999,1999.67,2000,1999 DHS,DHS,0,0.128421972803953,0.29527359887219,0.191900297901327,0.0244607348941013,0.00817069952922691,0.0115945483493778
1,1701,15-19,NA,NA,NA,NA,31.41579506,29.8117363,1.604058753,22.39467191,NA,NA,NA,MW,0,NA,NA,0,716,Zimbabwe,01/07/1994,30/11/1994,1994.5,1994.91,1994 DHS,DHS,0,0.155724936912269,0.431034678811668,0.154198071315906,0.0156501473775061,0.00173499245323468,0.0109363671793501
1,1702,15-19,NA,Traditional methods include folk methods.,NA,NA,8.6,2.7,6,32.3,NA,NA,NA,MW,0,NA,Including folk methods.,0,887,Yemen,01/10/1997,31/12/1997,1997.75,1998,1997 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1703,15-19,NA,NA,NA,NA,5.089077076,1.253031944,3.836045132,60.48047215,NA,NA,NA,MW,0,NA,NA,0,887,Yemen,01/11/1991,31/01/1992,1991.83,1992.08,1991-1992 DHS,DHS,0,0.377730116674234,0.338057559940401,0.110648906073279,0.00349910383826359,0.0123891277270325,0.0252567413896209
1,1705,15-19,NA,NA,NA,NA,5.02822584,4.672274575,0.355951264,33.2792146,NA,NA,NA,MW,0,NA,NA,0,686,Senegal,01/02/2005,31/05/2005,2005.08,2005.41,2005 DHS,DHS,0,0.213024260269395,0.451821304996237,0.0701506034005565,0.00948606131174145,0.00160185586793798,0.0152772613156233
1,1707,15-19,NA,NA,NA,NA,10.46511628,4.651162791,5.813953488,50,NA,NA,NA,MW,0,NA,NA,0,174,Comoros,01/03/1996,31/05/1996,1996.16,1996.41,1996 DHS,DHS,0,0.483739842583735,0.539650005578458,0.267377923922222,0.0212623686322217,0.0293645915187417,0.0616510609325072
1,1708,15-19,NA,NA,NA,NA,6.423838164,0.542590396,5.881247767,24.22663328,NA,NA,NA,MW,0,NA,NA,0,450,Madagascar,01/05/1992,30/11/1992,1992.33,1992.91,1992 DHS,DHS,0,0.569473970526156,0.258554922498948,0.152763761876729,4.65256505707889e-4,0.0135932389709393,0.027106247600516
1,1709,15-19,NA,NA,NA,NA,37.2053848,11.09235239,26.11303241,30.33153632,NA,NA,NA,MW,0,NA,NA,0,178,Congo,01/07/2005,30/11/2005,2005.5,2005.91,2005 DHS,DHS,0,0.229511457020878,0.18436392273469,0.201868761371801,0.0155689166583146,0.0197271571510485,0.0210410764903588
1,1710,15-19,NA,NA,NA,NA,41.52821852,37.62692103,3.90129749,30.45980839,NA,NA,NA,MW,0,NA,NA,0,214,Dominican Republic,01/07/2002,31/12/2002,2002.5,2003,2002 DHS,DHS,0,0.0926368222675846,0.222686254515912,0.11135502875976,0.0217044241020685,0.00834203286436641,0.0196923233549325
1,1711,15-19,NA,NA,NA,NA,24.58960419,20.0309506,4.55865359,NA,NA,NA,NA,MW,0,NA,NA,0,214,Dominican Republic,01/09/1986,31/12/1986,1986.67,1987,1986 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1712,15-19,NA,NA,NA,NA,28.94149065,21.23746357,7.704027077,NA,NA,NA,NA,MW,0,NA,NA,0,170,Colombia,01/09/1986,31/12/1986,1986.67,1987,1986 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1714,15-19,NA,NA,NA,NA,4.930396291,3.987648909,0.942747381,31.53590042,NA,NA,NA,MW,0,NA,NA,0,466,Mali,01/01/2001,31/05/2001,2001,2001.41,2001 DHS,DHS,0,0.183753436258512,0.368442147204182,0.078577565336547,0.00613581454478508,0.00319431915653543,0.0148720422146242
1,1715,15-19,NA,NA,NA,NA,4.592825641,2.385787549,2.207038091,29.43364008,NA,NA,NA,MW,0,NA,NA,0,466,Mali,01/11/1995,31/05/1996,1995.83,1996.41,1995-1996 DHS,DHS,0,0.259114113134453,0.241857534453891,0.085782183701656,0.00493727721272957,0.00331622376184577,0.014024063166253301
1,1716,15-19,NA,NA,NA,NA,4.30656591,0.55265763,3.75390828,NA,NA,NA,NA,MW,0,NA,NA,0,108,Burundi,01/03/1987,31/07/1987,1987.16,1987.58,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1717,15-19,NA,NA,NA,NA,3.240173455,3.240173455,0,21.87994191,NA,NA,NA,MW,0,NA,NA,0,646,Rwanda,01/02/2005,31/07/2005,2005.08,2005.58,2005 DHS,DHS,0,0.708278208736887,NaN,0.309423722524743,0.0159303086858501,0,0.0405507849246994
1,1718,15-19,NA,NA,NA,NA,20.23061279,10.72721873,9.50339406,NA,NA,NA,NA,MW,0,NA,NA,0,144,Sri Lanka,01/01/1987,31/03/1987,1987,1987.24,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1720,15-19,NA,NA,NA,NA,47,47,0,NA,NA,NA,NA,MW,0,NA,NA,0,710,South Africa,01/10/2003,31/08/2004,2003.75,2004.66,2003 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1721,15-19,NA,NA,NA,NA,49.41417841,48.23455366,1.179624752,26.81540763,NA,NA,NA,MW,0,NA,NA,0,710,South Africa,01/01/1998,30/09/1998,1998,1998.75,1998 DHS,DHS,0,0.272936665923809,1.02453523077993,0.346218891186691,0.0234788222142081,0.00217795128196108,0.0327082424951364
1,1723,15-19,NA,NA,NA,NA,9.934389195,3.862443384,6.07194581,25.14085978,NA,NA,NA,MW,0,NA,NA,0,800,Uganda,01/03/1995,31/08/1995,1995.16,1995.66,1995 DHS,DHS,0,0.239476302089083,0.197280587100192,0.10625815391523,0.00637302845226112,0.00630148203214122,0.0133420161460256
1,1724,15-19,NA,NA,NA,NA,19.04551769,12.37021166,6.675306022,20.64648041,NA,NA,NA,MW,0,NA,NA,0,400,Jordan,01/06/1997,31/10/1997,1997.41,1997.83,1997 DHS,DHS,0,0.220542347228552,0.283456745707554,0.187599939840624,0.0202722426869126,0.0121220016051092,0.0246636867732447
1,1725,15-19,NA,NA,NA,NA,21.27503416,13.39215725,7.882876904,20.42491912,NA,NA,NA,MW,0,NA,NA,0,400,Jordan,01/07/2002,30/09/2002,2002.5,2002.75,2002 DHS,DHS,0,0.265115313699178,0.371009030571422,0.237233647539544,0.0307902659306304,0.0269367987212171,0.0382170753883032
1,1727,15-19,NA,NA,NA,NA,12.28930573,3.881006526,8.408299201,25.69275608,NA,NA,NA,MW,0,NA,NA,0,400,Jordan,01/10/1990,31/12/1990,1990.75,1991,1990 DHS,DHS,0,0.318822763347572,0.23519096022570599,0.147917488735996,0.00904336380142592,0.0132296412045732,0.018772926671613
1,1728,15-19,NA,NA,Excluding the West Bank.,NA,4,NA,NA,NA,Excluding the West Bank.,NA,NA,MW,0,NA,NA,0,400,Jordan,01/07/1983,07/10/1983,1983.5,1983.76,1983 FFHS,RHS,0,NA,NA,NA,NA,NA,NA
1,1729,15-19,NA,NA,NA,NA,5.535945567,2.493192239,3.042753328,24.53012374,NA,NA,NA,MW,0,NA,NA,0,450,Madagascar,01/09/1997,31/12/1997,1997.67,1998,1997 DHS,DHS,0,0.33379232464816,0.328757641292743,0.116860984580156,0.00472789746509835,0.00353440891882292,0.0036340588576538
1,1730,15-19,NA,NA,NA,NA,2.195121951,0.487804878,1.707317073,27.56097561,NA,NA,NA,MW,0,NA,NA,0,686,Senegal,01/11/1992,31/08/1993,1992.83,1993.66,1992-1993 DHS,DHS,0,0.711917935741976,0.383472259062889,0.11023631507189,0.00345557249839272,0.00643482878603975,0.0220469249946266
1,1731,15-19,NA,NA,NA,NA,2.168232546,0.84932061700000006,1.318911928,16.76019892,NA,NA,NA,MW,0,NA,NA,0,562,Niger,01/03/1992,30/06/1992,1992.16,1992.49,1992 DHS,DHS,0,0.311911228144149,0.376567083597993,0.138437579503812,0.00173471652549502,0.00480866465661688,0.0176766431361803
1,1732,15-19,NA,NA,NA,NA,12.47091323,1.514833968,10.95607926,18.42534646,NA,NA,NA,MW,0,NA,NA,0,140,Central African Republic,01/09/1994,31/03/1995,1994.67,1995.24,1994-1995 DHS,DHS,0,0.460937127677126,0.168608208796785,0.123849950873994,0.00573112119884564,0.0137737962927436,0.0130391255898137
1,1733,15-19,NA,NA,NA,NA,29.72377903,24.35410747,5.369671561,NA,NA,NA,NA,MW,0,NA,NA,0,484,Mexico,01/02/1987,31/05/1987,1987.08,1987.41,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1734,15-19,NA,NA,NA,NA,12.74737607,10.65127215,2.09610392,20.52702293,NA,NA,NA,MW,0,NA,NA,0,450,Madagascar,01/11/2003,31/03/2004,2003.83,2004.25,2003-2004 DHS,DHS,0,0.245421257270752,0.411406911149868,0.196428571095206,0.00925134607836374,0.00261846667941531,0.00443199115852436
1,1735,15-19,NA,NA,NA,NA,15.04190527,4.246802639,10.79510263,41.20130425,NA,NA,NA,MW,0,NA,NA,0,768,Togo,01/02/1998,31/05/1998,1998.08,1998.41,1998 DHS,DHS,0,0.331925206732927,0.171369274529061,0.132252983836026,0.0065475873958056,0.00616638930861375,0.0179968362460065
1,1736,15-19,NA,NA,NA,NA,4.285589858,3.489966055,0.795623803,11.15618611,NA,NA,NA,MW,0,NA,NA,0,562,Niger,01/01/2006,31/05/2006,2006,2006.41,2006 DHS,DHS,0,0.215224864404305,0.421724069569206,0.11473585786834,0.00398033122396558,0.0012626336975497,0.00587622296978108
1,1737,15-19,NA,NA,NA,NA,40.1003409,13.39115972,26.70918117,29.09622527,NA,NA,NA,MW,0,NA,NA,0,266,Gabon,01/07/2000,31/01/2001,2000.5,2001.08,2000 DHS,DHS,0,0.181893305325556,0.147374351526095,0.17510299034573,0.0181677867460509,0.0237492814415492,0.0225917763079855
1,1738,15-19,NA,NA,NA,NA,0.7,0,0.7,25.7,NA,NA,NA,MW,0,NA,NA,0,324,Guinea,01/05/1992,31/07/1992,1992.33,1992.58,1992 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1739,15-19,NA,NA,NA,NA,3.426585893,2.332814601,1.093771292,19.22394394,NA,NA,NA,MW,0,NA,NA,0,324,Guinea,01/05/1999,31/07/1999,1999.33,1999.58,1999 DHS,DHS,0,0.304045825951703,0.410045823251491,0.11883551215222,0.00368658000286402,0.0016596468188397901,0.0109069326271689
1,1740,15-19,NA,NA,NA,NA,8.800711091,4.985807103,3.814903987,19.52565439,NA,NA,NA,MW,0,NA,NA,0,324,Guinea,01/02/2005,30/06/2005,2005.08,2005.49,2005 DHS,DHS,0,0.254017782551051,0.259526854613107,0.111157943953485,0.00517555958691763,0.00363210928290545,0.00647495885102135
1,1741,15-19,NA,NA,NA,NA,42.44604317,30.21582734,12.23021583,NA,NA,NA,NA,MW,0,NA,NA,0,780,Trinidad and Tobago,01/05/1987,31/08/1987,1987.33,1987.66,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1742,15-19,NA,NA,NA,NA,1.326348219,0.60894471,0.717403509,23.71974486,NA,NA,NA,MW,0,NA,NA,0,566,Nigeria,01/04/1990,31/10/1990,1990.25,1990.83,1990 DHS,DHS,0,0.464701972657053,0.574844606129535,0.116934386495482,0.00156236995596258,0.00280813621733286,0.0151353917321851
1,1743,15-19,NA,NA,NA,NA,22.76952076,14.14351521,8.626005547,14.89513558,NA,NA,NA,MW,0,NA,NA,0,704,Viet Nam,01/10/2002,31/12/2002,2002.75,2003,2002 DHS,DHS,0,0.477185841456742,0.515876899478449,0.38745132846557,0.0586031772081226,0.041367517550271,0.0470390079280711
1,1751,15-19,NA,NA,NA,NA,19.21069195,12.58017763,6.630514326,50.70018751,NA,NA,NA,MW,0,NA,NA,0,288,Ghana,01/11/1998,28/02/1999,1998.83,1999.16,1998 DHS,DHS,0,0.275303146588807,0.39038385409212,0.19550888260899,0.0229206309027521,0.0116834102282812,0.0303252287416335
1,1752,15-19,NA,NA,NA,NA,8.415869469,6.862253223,1.553616247,56.80048001,NA,NA,NA,MW,0,NA,NA,0,288,Ghana,01/07/2003,31/10/2003,2003.5,2003.83,2003 DHS,DHS,0,0.343984460626222,0.653021266865163,0.201830752067814,0.00612570073716194,0.0028964775833898,0.0204637172719343
1,1753,15-19,NA,NA,NA,NA,4.597701149,2.298850575,2.298850575,NA,NA,NA,NA,MW,0,NA,NA,0,288,Ghana,01/02/1988,30/06/1988,1988.08,1988.49,1988 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1754,15-19,NA,NA,NA,NA,13.04347826,8.074534161,4.968944099,48.44720497,NA,NA,NA,MW,0,NA,NA,0,288,Ghana,01/09/1993,28/02/1994,1993.67,1994.16,1993 DHS,DHS,0,0.287714482564396,0.367378248415224,0.189712597863265,0.0213071586900882,0.0173082533300308,0.042993382898031
1,1755,15-19,NA,NA,NA,NA,47.96243596,22.8268296,25.13560636,20.85016515,NA,NA,NA,MW,0,NA,NA,0,792,Turkey,01/12/2003,31/05/2004,2003.92,2004.41,2003 DHS,DHS,0,0.207844677443965,0.221577324898159,0.25234068089367,0.0147255101654954,0.0451236729836122,0.0228665319593331
1,1756,15-19,NA,NA,NA,NA,33.56175523,15.72907266,17.83268257,25.6687046,NA,NA,NA,MW,0,NA,NA,0,792,Turkey,01/08/1998,30/11/1998,1998.58,1998.91,1998 DHS,DHS,0,0.183454595597111,0.174904327998157,0.151772261433495,0.0132577530640275,0.0156890597064661,0.0135390064049871
1,1757,15-19,NA,NA,NA,NA,24.07148958,9.295027497,14.77646208,22.09547302,NA,NA,NA,MW,0,NA,NA,0,792,Turkey,01/08/1993,31/10/1993,1993.58,1993.83,1993 DHS,DHS,0,0.205265316716735,0.166871864145699,0.173818808059189,0.0117656706725207,0.013130867470231,0.0115885623982812
1,1758,15-19,NA,NA,NA,NA,20.02310078,15.76210318,4.260997598,16.85283414,NA,NA,NA,MW,0,NA,NA,0,508,Mozambique,01/08/2003,31/01/2004,2003.58,2004.08,2003 DHS,DHS,1,0.109815672391477,0.266916909482983,0.106645583703726,0.010645637712892,0.00988098608799039,0.00919441514244276
1,1759,15-19,NA,NA,NA,NA,55.22523979,52.99007662,2.23516317,19.92772005,NA,NA,NA,MW,0,NA,NA,0,558,Nicaragua,01/09/2001,31/12/2001,2001.67,2002,2001 DHS,DHS,0,0.0893504970819944,0.347560390637835,0.119091787734537,0.00703002176760467,0.00181744404604059,0.00444996736422112
1,1761,15-19,NA,NA,NA,NA,7.862653606,3.410767769,4.451885837,27.87246807,NA,NA,NA,MW,0,NA,NA,0,204,Benin,01/08/2001,30/11/2001,2001.58,2001.91,2001 DHS,DHS,0,0.366084077997893,0.314813617093595,0.130190300089795,0.00654347784739406,0.00481935712139244,0.0101411833079319
1,1762,15-19,NA,NA,NA,NA,2.320218537,1.470708969,0.849509568,19.02556525,NA,NA,NA,MW,0,NA,NA,0,148,Chad,23/07/2004,10/12/2004,2004.56,2004.94,2004 DHS,DHS,0,0.306178085125943,0.501999329462294,0.158544231464736,0.00413445445626074,0.00336529673704566,0.0109680223526352
1,1763,15-19,NA,NA,NA,NA,5.376344086,2.508960573,2.867383513,NA,NA,NA,NA,MW,0,NA,NA,0,320,Guatemala,01/09/1987,31/12/1987,1987.67,1988,1987 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1764,15-19,NA,NA,NA,NA,10.71575095,7.671176687,3.044574261,61.55832991,NA,NA,NA,MW,0,NA,NA,0,332,Haiti,01/07/1994,31/01/1995,1994.5,1995.08,1994-1995 DHS,DHS,0,0.294149768789837,0.393420906687571,0.144529208005711,0.0115312968901032,0.00934946051087468,0.0154190381092833
1,1765,15-19,NA,NA,NA,NA,16.42720312,9.202382141,7.224820984,58.21867736,NA,NA,NA,MW,0,NA,NA,0,332,Haiti,01/02/2000,31/07/2000,2000.08,2000.58,2000 DHS,DHS,0,0.246328683511655,0.2915324595622,0.263697602624759,0.0200306349453543,0.0190670072516994,0.0457022539215361
1,1766,15-19,NA,NA,NA,NA,30.72958909,9.785359241,20.94422985,34.04832742,NA,NA,NA,MW,0,NA,NA,0,68,Bolivia (Plurinational State of),01/03/1998,30/09/1998,1998.16,1998.75,1998 DHS,DHS,0,0.238789150447389,0.165925214738749,0.161541318240841,0.00937364531024225,0.0200621318155245,0.0259948080622624
1,1767,15-19,NA,NA,NA,NA,0.64594930800000006,0.575477888,0.0705,24.03118208,NA,NA,NA,MW,0,NA,NA,0,508,Mozambique,01/03/1997,31/07/1997,1997.16,1997.58,1997 DHS,DHS,0,0.379309117915825,1.01039668087894,0.141501343526505,5.7294273773252e-4,1.43600882051546e-4,0.008715294970546
1,1768,15-19,NA,NA,NA,NA,16.03128664,2.469392648,13.56189399,NA,NA,NA,NA,MW,0,NA,NA,0,68,Bolivia (Plurinational State of),01/03/1989,31/07/1989,1989.16,1989.58,1989 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1769,15-19,NA,NA,NA,NA,30.18579931,9.423177793,20.76262151,35.11694593,NA,NA,NA,MW,0,NA,NA,0,68,Bolivia (Plurinational State of),01/11/1993,31/05/1994,1993.83,1994.41,1994 DHS,DHS,0,0.247063233458738,0.180588509256044,0.157566172149931,0.00495702779891273,0.0046584507744319,0.0116540258341336
1,1770,15-19,NA,NA,NA,NA,12.05700929,10.19773393,1.859275362,31.99826678,NA,NA,NA,MW,0,NA,NA,0,320,Guatemala,01/06/1995,31/12/1995,1995.41,1996,1995 DHS,DHS,0,0.233995634676967,0.449927432209225,0.106676996316722,0.0209220835840126,0.00757818900454749,0.018023507552779
1,1771,15-19,NA,NA,NA,NA,22.65625,10.15625,12.5,NA,NA,NA,NA,MW,0,NA,NA,0,604,Peru,01/09/1986,31/12/1986,1986.67,1987,1986 DHS,DHS,0,NA,NA,NA,NA,NA,NA
1,1772,15-19,NA,NA,NA,NA,29.07229828,10.87352735,18.19877092,42.7443749,NA,NA,NA,MW,0,NA,NA,0,604,Peru,01/10/1991,31/03/1992,1991.75,1992.25,1991-1992 DHS,DHS,0,0.190350567504391,0.138810074184293,0.1277860269167,0.00669060232932601,0.00743599644492533,0.00970543671847491
1,1773,15-19,NA,NA,NA,NA,45.97658241,30.97546285,15.00111955,30.56954505,NA,NA,NA,MW,0,NA,NA,0,604,Peru,01/08/1996,30/11/1996,1996.58,1996.91,1996 DHS,DHS,0,0.103219839530295,0.123070504879008,0.106151697784572,0.00477562926616363,0.0044432096730163,0.0041179332684164
1,1774,15-19,NA,NA,NA,NA,51.63748317,40.08100052,11.55648265,28.31457711,NA,NA,NA,MW,0,NA,NA,0,604,Peru,01/07/2000,30/11/2000,2000.5,2000.91,2000 DHS,DHS,0,0.0979397018151041,0.152016376880481,0.144032217398361,0.00529929093766096,0.00249464694003042,0.00396236393693358
1,1775,15-19,NA,NA,NA,NA,39.79350022,38.15940882,1.634091394,28.4145923,NA,NA,NA,MW,0,NA,NA,0,558,Nicaragua,01/12/1997,31/05/1998,1997.92,1998.41,1998 DHS,DHS,0,0.0979216459917888,0.308285111862874,0.0931718955066676,0.0188315698782616,0.00168742856268973,0.0131115190763782
1,1776,15-19,NA,NA,NA,NA,13.87675179,2.239770712,11.63698108,24.6882582,NA,NA,NA,MW,0,NA,NA,0,854,Burkina Faso,01/12/1992,31/03/1993,1992.92,1993.24,1993 DHS,DHS,0,0.250785473618277,0.143013857825141,0.124933141545821,0.00407658932899177,0.0130955276855646,0.0217054672656189
1,1777,15-19,NA,NA,NA,NA,7.825566422,3.522520703,4.303045719,22.97710884,NA,NA,NA,MW,0,NA,NA,0,854,Burkina Faso,01/11/1998,31/03/1999,1998.83,1999.24,1998-1999 DHS,DHS,0,0.255067266302256,0.244348095348902,0.117651213447388,0.00685777907016883,0.00678820358981303,0.0189191537650543
1,1778,15-19,NA,NA,NA,NA,10.72437727,4.347581101,6.376796168,24.0016357,NA,NA,NA,MW,0,NA,NA,0,384,C̫te d'Ivoire,01/09/1998,31/03/1999,1998.67,1999.24,1998-1999 DHS,DHS,0,0.358840727814065,0.41897187516275203,0.219088198523929,0.00568969006954125,0.00552597559991006,0.0103132599169067
1,1779,15-19,NA,NA,NA,NA,8.673116703,2.387914524,6.285202179,27.42615281,NA,NA,NA,MW,0,NA,NA,0,384,C̫te d'Ivoire,01/06/1994,30/11/1994,1994.41,1994.91,1994 DHS,DHS,0,0.307126141239988,0.174659541389435,0.120936529722195,0.00643688547700148,0.00681828596999456,0.0129834794252054
1,1780,15-19,NA,NA,NA,NA,9.356411419,2.467185481,6.889225938,28.58368229,NA,NA,NA,MW,0,NA,NA,0,204,Benin,01/06/1996,31/08/1996,1996.42,1996.66,1996 DHS,DHS,0,0.415321311513387,0.23565854346559,0.133799600217648,0.00183502182779102,0.0119050486630563,0.0182636247152739
1,1781,15-19,NA,NA,NA,NA,15.77595815,14.99744631,0.778511846,13.46505927,NA,NA,NA,MW,0,NA,NA,0,860,Uzbekistan,01/06/1996,31/10/1996,1996.42,1996.83,1996 DHS,DHS,0,0.286373040691723,0.692902365320518,0.328713786687605,0.0139512605560176,8.76158508895608e-4,0.0057589714162043
